Name (extracted)	Citing Article	Citied Article	Features
Set11	https://doi.org/10.1109/CVPR52688.2022.01688 (2022)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	Set11 is used for evaluating image restoration methods, offering a small but diverse set of images to assess performance. This dataset enables researchers to test and compare the effectiveness of various restoration techniques, focusing on how well these methods handle different types of image degradation. The diversity of images in Set11 provides a robust basis for performance assessment in image restoration research.
DIV2K-Valid	https://doi.org/10.48550/arXiv.2310.10513 (2023)	https://doi.org/10.1007/s11042-016-4020-z (2015)	The DIV2K-Valid dataset is used for validating and benchmarking image restoration models. It provides high-quality images essential for evaluating the performance of these models. Researchers employ this dataset to ensure their methods achieve accurate and reliable image restoration, focusing on benchmarking and validation rather than training. The dataset's high-quality images enable precise assessment of restoration techniques, facilitating robust comparisons across different models and approaches.
CVF dataset	https://doi.org/10.48550/arXiv.2310.10513 (2023)	https://doi.org/10.1109/CVPR.2009.5206848 (2009)	The CVF dataset is used for training and evaluating models in the context of enhancing performance on visual data. It comprises a diverse array of figures from computer vision papers, which helps in improving model robustness and generalization. This dataset is specifically utilized to address research questions related to image restoration and visual data processing, enabling researchers to test and refine their methodologies on a wide range of visual content.
ImageNet/CVF	https://doi.org/10.48550/arXiv.2310.10513 (2023)	https://doi.org/10.1109/CVPR.2009.5206848 (2009)	The ImageNet/CVF dataset is used to extract crude images for Masked Autoencoder (MAE) training and to stitch paired images for inference, specifically focusing on image restoration techniques. This dataset facilitates the development and evaluation of methods aimed at restoring degraded images, leveraging its extensive collection of visual data.
Laion-High-Resolution	https://www.semanticscholar.org/paper/7d7712fbd2f7cdda845c176b03b84f2df93a8b2f (2025)	https://doi.org/10.48550/arXiv.2210.08402 (2022)	The Laion-High-Resolution dataset is used to select high-quality, diverse images for image restoration experiments. Researchers focus on enhancing image clarity and detail by leveraging the dataset's rich, high-resolution content. This enables the development and evaluation of advanced image restoration techniques, ensuring robust performance across a wide range of image types and conditions.
sequentially-applied (or mixed) distortion dataset	https://doi.org/10.1109/CVPRW56347.2022.00069 (2022)	https://doi.org/10.1109/CVPR.2018.00259 (2018)	The sequentially-applied (or mixed) distortion dataset is used to evaluate image restoration methods by applying a sequence of distortions to images. This enhances the robustness of restoration algorithms, focusing on their ability to handle multiple, cumulative distortions. The dataset enables researchers to test and improve the performance of these algorithms under complex, real-world conditions.
SHDD	https://doi.org/10.1109/CVPRW56347.2022.00069 (2022)	https://doi.org/10.1109/CVPR.2018.00259 (2018)	The SHDD dataset is used to evaluate image restoration methods by comparing their performance against mixed distortions and original images. Researchers employ deep reinforcement learning to assess these methods, focusing on how effectively they can restore images degraded by various distortions. This dataset enables rigorous testing and benchmarking of restoration algorithms, ensuring they can handle real-world image degradation scenarios.
HMDD	https://doi.org/10.1109/CVPRW56347.2022.00069 (2022)	https://doi.org/10.1109/CVPR.2018.00259 (2018)	The HMDD dataset is utilized in image restoration research to integrate multiple distortion scenarios, providing a comprehensive resource that generalizes previous multi-degraded datasets. This integration allows researchers to address a broader range of image degradation issues, enhancing the robustness and versatility of image restoration models. The dataset's diverse and inclusive nature supports the development of more generalized and effective restoration algorithms.
BSD300	https://doi.org/10.1109/TCSVT.2024.3398810 (2023)	https://doi.org/10.1109/TCSVT.2019.2920407 (2017)	The BSD300 dataset is primarily used for denoising research, serving as a benchmark for evaluating denoising methods. It provides a well-known collection of clean and noisy images, enabling researchers to test and compare the effectiveness of various denoising algorithms. This dataset facilitates the development and validation of image restoration techniques by offering standardized data for consistent performance assessment.
ImageNet-Test	https://doi.org/10.1109/TPAMI.2024.3461721 (2024)	https://doi.org/10.1109/CVPR.2009.5206848 (2009)	The ImageNet-Test dataset, comprising 3000 randomly selected images from the validation set, is primarily used for synthetic testing in image restoration research. It serves as a benchmark to evaluate the performance of restoration algorithms under controlled conditions. This dataset enables researchers to assess the effectiveness of their methods by providing a standardized set of images for consistent testing and comparison.
Laion400M	https://doi.org/10.1109/TPAMI.2024.3461721 (2024)	https://www.semanticscholar.org/paper/b668ce936cff0b0ca8b635cd5f25a62eaf4eb3df (2021)	The Laion400M dataset is used to pre-train the CLIP model, leveraging its large-scale collection of image-text pairs to enhance the model's generalization ability in image restoration tasks. This pre-training approach helps improve the performance and robustness of image restoration models by providing diverse and extensive data.
RealSR-V3	https://doi.org/10.1109/TPAMI.2024.3461721 (2024)	https://doi.org/10.48550/arXiv.2207.12396 (2022)	The RealSR-V3 dataset is used for evaluating image restoration approaches, particularly focusing on real-world super-resolution performance and quality. Researchers employ this dataset to assess and compare the effectiveness of different super-resolution techniques, ensuring they perform well under realistic conditions. This dataset enables the validation of algorithms designed to enhance image clarity and detail in practical scenarios.
rain-streak datasets	https://doi.org/10.1109/ICCV48922.2021.00231 (2021)	https://doi.org/10.1109/CVPR.2017.186 (2017)	Rain-streak datasets are used to train deep detail networks for removing rain streaks from single images. The focus is on addressing degradation patterns and preserving image details. These datasets enable researchers to develop and refine algorithms that enhance image quality by effectively eliminating rain streaks, thereby improving the clarity and usability of images in various applications.
AGAN	https://doi.org/10.1109/ICCV48922.2021.00231 (2021)	https://doi.org/10.1109/CVPR.2017.186 (2017)	The AGAN dataset is used to evaluate the performance of the SPAIR model for image restoration, specifically focusing on adversarial generation and enhancing image quality. It employs a dataset generated by an adversarial network to assess the effectiveness of the SPAIR model in improving image restoration outcomes.
